scenarioID [],i [],V [V],wireGauge [],turns [],radius [m],wireGauge_car [],turns_car [],radius_car [m],height [m],spacing [m],velocity [m/s],totalCharge [C],cost [$],cost/charge [$/C],,best for the money,,most overall
4735,592,600,8,460,3,8,320,1.5,0.3,0,30,1,3606325.381,3606325.381,,,,
12927,1616,600,8,460,3,8,320,1.5,0.3,0.18,30,1,3501286.777,3501286.777,,,,
21119,2640,600,8,460,3,8,320,1.5,0.3,0.36,30,1,3402193.755,3402193.755,,,,
1663,208,600,8,460,3,8,320,1.7,0.15,0,30,1,3606325.381,3606325.381,,,,
9855,1232,600,8,460,3,8,320,1.7,0.15,0.18,30,1,3501286.777,3501286.777,,,,
18047,2256,600,8,460,3,8,320,1.7,0.15,0.36,30,1,3402193.755,3402193.755,,,,
5759,720,600,8,460,3,8,320,1.7,0.3,0,30,1,3606325.381,3606325.381,,,,
13951,1744,600,8,460,3,8,320,1.7,0.3,0.18,30,1,3501286.777,3501286.777,,,,
22143,2768,600,8,460,3,8,320,1.7,0.3,0.36,30,1,3402193.755,3402193.755,,,,
2687,336,600,8,460,3,8,320,1.9,0.15,0,30,1,3606325.381,3606325.381,,,,
10879,1360,600,8,460,3,8,320,1.9,0.15,0.18,30,1,3501286.777,3501286.777,,,,
19071,2384,600,8,460,3,8,320,1.9,0.15,0.36,30,1,3402193.755,3402193.755,,,,
6783,848,600,8,460,3,8,320,1.9,0.3,0,30,1,3606325.381,3606325.381,,,,
14975,1872,600,8,460,3,8,320,1.9,0.3,0.18,30,1,3501286.777,3501286.777,,,,
23167,2896,600,8,460,3,8,320,1.9,0.3,0.36,30,1,3402193.755,3402193.755,,,,
3711,464,600,8,460,3,8,320,2.1,0.15,0,30,1,3606325.381,3606325.381,,,,
11903,1488,600,8,460,3,8,320,2.1,0.15,0.18,30,1,3501286.777,3501286.777,,,,
20095,2512,600,8,460,3,8,320,2.1,0.15,0.36,30,1,3402193.755,3402193.755,,,,
7807,976,600,8,460,3,8,320,2.1,0.3,0,30,1,3606325.381,3606325.381,,,,
15999,2000,600,8,460,3,8,320,2.1,0.3,0.18,30,1,3501286.777,3501286.777,,,,
24191,3024,600,8,460,3,8,320,2.1,0.3,0.36,30,1,3402193.755,3402193.755,,,,
634,80,600,8,460,3,12,230,1.5,0.15,0,30,1,3606325.381,3606325.381,,,,
8826,1104,600,8,460,3,12,230,1.5,0.15,0.18,30,1,3501286.777,3501286.777,,,,
17018,2128,600,8,460,3,12,230,1.5,0.15,0.36,30,1,3402193.755,3402193.755,,,,
4730,592,600,8,460,3,12,230,1.5,0.3,0,30,1,3606325.381,3606325.381,,,,
12922,1616,600,8,460,3,12,230,1.5,0.3,0.18,30,1,3501286.777,3501286.777,,,,
21114,2640,600,8,460,3,12,230,1.5,0.3,0.36,30,1,3402193.755,3402193.755,,,,
1658,208,600,8,460,3,12,230,1.7,0.15,0,30,1,3606325.381,3606325.381,,,,
9850,1232,600,8,460,3,12,230,1.7,0.15,0.18,30,1,3501286.777,3501286.777,,,,
18042,2256,600,8,460,3,12,230,1.7,0.15,0.36,30,1,3402193.755,3402193.755,,,,
5754,720,600,8,460,3,12,230,1.7,0.3,0,30,1,3606325.381,3606325.381,,,,
13946,1744,600,8,460,3,12,230,1.7,0.3,0.18,30,1,3501286.777,3501286.777,,,,
22138,2768,600,8,460,3,12,230,1.7,0.3,0.36,30,1,3402193.755,3402193.755,,,,
2682,336,600,8,460,3,12,230,1.9,0.15,0,30,1,3606325.381,3606325.381,,,,
10874,1360,600,8,460,3,12,230,1.9,0.15,0.18,30,1,3501286.777,3501286.777,,,,
19066,2384,600,8,460,3,12,230,1.9,0.15,0.36,30,1,3402193.755,3402193.755,,,,
6778,848,600,8,460,3,12,230,1.9,0.3,0,30,1,3606325.381,3606325.381,,,,
14970,1872,600,8,460,3,12,230,1.9,0.3,0.18,30,1,3501286.777,3501286.777,,,,
23162,2896,600,8,460,3,12,230,1.9,0.3,0.36,30,1,3402193.755,3402193.755,,,,
3706,464,600,8,460,3,12,230,2.1,0.15,0,30,1,3606325.381,3606325.381,,,,
11898,1488,600,8,460,3,12,230,2.1,0.15,0.18,30,1,3501286.777,3501286.777,,,,
20090,2512,600,8,460,3,12,230,2.1,0.15,0.36,30,1,3402193.755,3402193.755,,,,
7802,976,600,8,460,3,12,230,2.1,0.3,0,30,1,3606325.381,3606325.381,,,,
15994,2000,600,8,460,3,12,230,2.1,0.3,0.18,30,1,3501286.777,3501286.777,,,,
24186,3024,600,8,460,3,12,230,2.1,0.3,0.36,30,1,3402193.755,3402193.755,,,,
636,80,600,8,460,3,12,260,1.5,0.15,0,30,1,3606325.381,3606325.381,,,,
8828,1104,600,8,460,3,12,260,1.5,0.15,0.18,30,1,3501286.777,3501286.777,,,,
17020,2128,600,8,460,3,12,260,1.5,0.15,0.36,30,1,3402193.755,3402193.755,,,,
4732,592,600,8,460,3,12,260,1.5,0.3,0,30,1,3606325.381,3606325.381,,,,
12924,1616,600,8,460,3,12,260,1.5,0.3,0.18,30,1,3501286.777,3501286.777,,,,
21116,2640,600,8,460,3,12,260,1.5,0.3,0.36,30,1,3402193.755,3402193.755,,,,
1660,208,600,8,460,3,12,260,1.7,0.15,0,30,1,3606325.381,3606325.381,,,,
9852,1232,600,8,460,3,12,260,1.7,0.15,0.18,30,1,3501286.777,3501286.777,,,,
18044,2256,600,8,460,3,12,260,1.7,0.15,0.36,30,1,3402193.755,3402193.755,,,,
5756,720,600,8,460,3,12,260,1.7,0.3,0,30,1,3606325.381,3606325.381,,,,
13948,1744,600,8,460,3,12,260,1.7,0.3,0.18,30,1,3501286.777,3501286.777,,,,
22140,2768,600,8,460,3,12,260,1.7,0.3,0.36,30,1,3402193.755,3402193.755,,,,
2684,336,600,8,460,3,12,260,1.9,0.15,0,30,1,3606325.381,3606325.381,,,,
10876,1360,600,8,460,3,12,260,1.9,0.15,0.18,30,1,3501286.777,3501286.777,,,,
19068,2384,600,8,460,3,12,260,1.9,0.15,0.36,30,1,3402193.755,3402193.755,,,,
6780,848,600,8,460,3,12,260,1.9,0.3,0,30,1,3606325.381,3606325.381,,,,
14972,1872,600,8,460,3,12,260,1.9,0.3,0.18,30,1,3501286.777,3501286.777,,,,
23164,2896,600,8,460,3,12,260,1.9,0.3,0.36,30,1,3402193.755,3402193.755,,,,
3708,464,600,8,460,3,12,260,2.1,0.15,0,30,1,3606325.381,3606325.381,,,,
11900,1488,600,8,460,3,12,260,2.1,0.15,0.18,30,1,3501286.777,3501286.777,,,,
20092,2512,600,8,460,3,12,260,2.1,0.15,0.36,30,1,3402193.755,3402193.755,,,,
7804,976,600,8,460,3,12,260,2.1,0.3,0,30,1,3606325.381,3606325.381,,,,
15996,2000,600,8,460,3,12,260,2.1,0.3,0.18,30,1,3501286.777,3501286.777,,,,
24188,3024,600,8,460,3,12,260,2.1,0.3,0.36,30,1,3402193.755,3402193.755,,,,
638,80,600,8,460,3,12,290,1.5,0.15,0,30,1,3606325.381,3606325.381,,,,
8830,1104,600,8,460,3,12,290,1.5,0.15,0.18,30,1,3501286.777,3501286.777,,,,
17022,2128,600,8,460,3,12,290,1.5,0.15,0.36,30,1,3402193.755,3402193.755,,,,
4734,592,600,8,460,3,12,290,1.5,0.3,0,30,1,3606325.381,3606325.381,,,,
12926,1616,600,8,460,3,12,290,1.5,0.3,0.18,30,1,3501286.777,3501286.777,,,,
21118,2640,600,8,460,3,12,290,1.5,0.3,0.36,30,1,3402193.755,3402193.755,,,,
1662,208,600,8,460,3,12,290,1.7,0.15,0,30,1,3606325.381,3606325.381,,,,
9854,1232,600,8,460,3,12,290,1.7,0.15,0.18,30,1,3501286.777,3501286.777,,,,
18046,2256,600,8,460,3,12,290,1.7,0.15,0.36,30,1,3402193.755,3402193.755,,,,
5758,720,600,8,460,3,12,290,1.7,0.3,0,30,1,3606325.381,3606325.381,,,,
13950,1744,600,8,460,3,12,290,1.7,0.3,0.18,30,1,3501286.777,3501286.777,,,,
22142,2768,600,8,460,3,12,290,1.7,0.3,0.36,30,1,3402193.755,3402193.755,,,,
2686,336,600,8,460,3,12,290,1.9,0.15,0,30,1,3606325.381,3606325.381,,,,
10878,1360,600,8,460,3,12,290,1.9,0.15,0.18,30,1,3501286.777,3501286.777,,,,
19070,2384,600,8,460,3,12,290,1.9,0.15,0.36,30,1,3402193.755,3402193.755,,,,
6782,848,600,8,460,3,12,290,1.9,0.3,0,30,1,3606325.381,3606325.381,,,,
14974,1872,600,8,460,3,12,290,1.9,0.3,0.18,30,1,3501286.777,3501286.777,,,,
23166,2896,600,8,460,3,12,290,1.9,0.3,0.36,30,1,3402193.755,3402193.755,,,,
3710,464,600,8,460,3,12,290,2.1,0.15,0,30,1,3606325.381,3606325.381,,,,
11902,1488,600,8,460,3,12,290,2.1,0.15,0.18,30,1,3501286.777,3501286.777,,,,
20094,2512,600,8,460,3,12,290,2.1,0.15,0.36,30,1,3402193.755,3402193.755,,,,
7806,976,600,8,460,3,12,290,2.1,0.3,0,30,1,3606325.381,3606325.381,,,,
15998,2000,600,8,460,3,12,290,2.1,0.3,0.18,30,1,3501286.777,3501286.777,,,,
24190,3024,600,8,460,3,12,290,2.1,0.3,0.36,30,1,3402193.755,3402193.755,,,,
640,80,600,8,460,3,12,320,1.5,0.15,0,30,1,3606325.381,3606325.381,,,,
8832,1104,600,8,460,3,12,320,1.5,0.15,0.18,30,1,3501286.777,3501286.777,,,,
17024,2128,600,8,460,3,12,320,1.5,0.15,0.36,30,1,3402193.755,3402193.755,,,,
4736,592,600,8,460,3,12,320,1.5,0.3,0,30,1,3606325.381,3606325.381,,,,
12928,1616,600,8,460,3,12,320,1.5,0.3,0.18,30,1,3501286.777,3501286.777,,,,
21120,2640,600,8,460,3,12,320,1.5,0.3,0.36,30,1,3402193.755,3402193.755,,,,
1664,208,600,8,460,3,12,320,1.7,0.15,0,30,1,3606325.381,3606325.381,,,,
9856,1232,600,8,460,3,12,320,1.7,0.15,0.18,30,1,3501286.777,3501286.777,,,,
18048,2256,600,8,460,3,12,320,1.7,0.15,0.36,30,1,3402193.755,3402193.755,,,,
5760,720,600,8,460,3,12,320,1.7,0.3,0,30,1,3606325.381,3606325.381,,,,
13952,1744,600,8,460,3,12,320,1.7,0.3,0.18,30,1,3501286.777,3501286.777,,,,
22144,2768,600,8,460,3,12,320,1.7,0.3,0.36,30,1,3402193.755,3402193.755,,,,
2688,336,600,8,460,3,12,320,1.9,0.15,0,30,1,3606325.381,3606325.381,,,,
10880,1360,600,8,460,3,12,320,1.9,0.15,0.18,30,1,3501286.777,3501286.777,,,,
19072,2384,600,8,460,3,12,320,1.9,0.15,0.36,30,1,3402193.755,3402193.755,,,,
6784,848,600,8,460,3,12,320,1.9,0.3,0,30,1,3606325.381,3606325.381,,,,
14976,1872,600,8,460,3,12,320,1.9,0.3,0.18,30,1,3501286.777,3501286.777,,,,
23168,2896,600,8,460,3,12,320,1.9,0.3,0.36,30,1,3402193.755,3402193.755,,,,
3712,464,600,8,460,3,12,320,2.1,0.15,0,30,1,3606325.381,3606325.381,,,,
11904,1488,600,8,460,3,12,320,2.1,0.15,0.18,30,1,3501286.777,3501286.777,,,,
20096,2512,600,8,460,3,12,320,2.1,0.15,0.36,30,1,3402193.755,3402193.755,,,,
7808,976,600,8,460,3,12,320,2.1,0.3,0,30,1,3606325.381,3606325.381,,,,
16000,2000,600,8,460,3,12,320,2.1,0.3,0.18,30,1,3501286.777,3501286.777,,,,
24192,3024,600,8,460,3,12,320,2.1,0.3,0.36,30,1,3402193.755,3402193.755,,,,
889,112,600,8,460,4,8,230,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9081,1136,600,8,460,4,8,230,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17273,2160,600,8,460,4,8,230,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4985,624,600,8,460,4,8,230,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13177,1648,600,8,460,4,8,230,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21369,2672,600,8,460,4,8,230,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1913,240,600,8,460,4,8,230,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10105,1264,600,8,460,4,8,230,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18297,2288,600,8,460,4,8,230,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6009,752,600,8,460,4,8,230,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14201,1776,600,8,460,4,8,230,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22393,2800,600,8,460,4,8,230,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2937,368,600,8,460,4,8,230,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11129,1392,600,8,460,4,8,230,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19321,2416,600,8,460,4,8,230,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7033,880,600,8,460,4,8,230,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15225,1904,600,8,460,4,8,230,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23417,2928,600,8,460,4,8,230,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3961,496,600,8,460,4,8,230,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12153,1520,600,8,460,4,8,230,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20345,2544,600,8,460,4,8,230,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8057,1008,600,8,460,4,8,230,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16249,2032,600,8,460,4,8,230,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24441,3056,600,8,460,4,8,230,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
891,112,600,8,460,4,8,260,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9083,1136,600,8,460,4,8,260,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17275,2160,600,8,460,4,8,260,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4987,624,600,8,460,4,8,260,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13179,1648,600,8,460,4,8,260,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21371,2672,600,8,460,4,8,260,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1915,240,600,8,460,4,8,260,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10107,1264,600,8,460,4,8,260,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18299,2288,600,8,460,4,8,260,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6011,752,600,8,460,4,8,260,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14203,1776,600,8,460,4,8,260,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22395,2800,600,8,460,4,8,260,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2939,368,600,8,460,4,8,260,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11131,1392,600,8,460,4,8,260,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19323,2416,600,8,460,4,8,260,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7035,880,600,8,460,4,8,260,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15227,1904,600,8,460,4,8,260,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23419,2928,600,8,460,4,8,260,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3963,496,600,8,460,4,8,260,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12155,1520,600,8,460,4,8,260,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20347,2544,600,8,460,4,8,260,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8059,1008,600,8,460,4,8,260,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16251,2032,600,8,460,4,8,260,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24443,3056,600,8,460,4,8,260,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
893,112,600,8,460,4,8,290,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9085,1136,600,8,460,4,8,290,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17277,2160,600,8,460,4,8,290,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4989,624,600,8,460,4,8,290,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13181,1648,600,8,460,4,8,290,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21373,2672,600,8,460,4,8,290,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1917,240,600,8,460,4,8,290,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10109,1264,600,8,460,4,8,290,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18301,2288,600,8,460,4,8,290,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6013,752,600,8,460,4,8,290,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14205,1776,600,8,460,4,8,290,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22397,2800,600,8,460,4,8,290,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2941,368,600,8,460,4,8,290,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11133,1392,600,8,460,4,8,290,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19325,2416,600,8,460,4,8,290,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7037,880,600,8,460,4,8,290,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15229,1904,600,8,460,4,8,290,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23421,2928,600,8,460,4,8,290,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3965,496,600,8,460,4,8,290,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12157,1520,600,8,460,4,8,290,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20349,2544,600,8,460,4,8,290,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8061,1008,600,8,460,4,8,290,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16253,2032,600,8,460,4,8,290,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24445,3056,600,8,460,4,8,290,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
895,112,600,8,460,4,8,320,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9087,1136,600,8,460,4,8,320,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17279,2160,600,8,460,4,8,320,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4991,624,600,8,460,4,8,320,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13183,1648,600,8,460,4,8,320,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21375,2672,600,8,460,4,8,320,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1919,240,600,8,460,4,8,320,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10111,1264,600,8,460,4,8,320,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18303,2288,600,8,460,4,8,320,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6015,752,600,8,460,4,8,320,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14207,1776,600,8,460,4,8,320,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22399,2800,600,8,460,4,8,320,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2943,368,600,8,460,4,8,320,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11135,1392,600,8,460,4,8,320,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19327,2416,600,8,460,4,8,320,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7039,880,600,8,460,4,8,320,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15231,1904,600,8,460,4,8,320,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23423,2928,600,8,460,4,8,320,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3967,496,600,8,460,4,8,320,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12159,1520,600,8,460,4,8,320,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20351,2544,600,8,460,4,8,320,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8063,1008,600,8,460,4,8,320,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16255,2032,600,8,460,4,8,320,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24447,3056,600,8,460,4,8,320,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
890,112,600,8,460,4,12,230,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9082,1136,600,8,460,4,12,230,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17274,2160,600,8,460,4,12,230,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4986,624,600,8,460,4,12,230,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13178,1648,600,8,460,4,12,230,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21370,2672,600,8,460,4,12,230,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1914,240,600,8,460,4,12,230,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10106,1264,600,8,460,4,12,230,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18298,2288,600,8,460,4,12,230,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6010,752,600,8,460,4,12,230,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14202,1776,600,8,460,4,12,230,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22394,2800,600,8,460,4,12,230,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2938,368,600,8,460,4,12,230,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11130,1392,600,8,460,4,12,230,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19322,2416,600,8,460,4,12,230,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7034,880,600,8,460,4,12,230,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15226,1904,600,8,460,4,12,230,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23418,2928,600,8,460,4,12,230,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3962,496,600,8,460,4,12,230,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12154,1520,600,8,460,4,12,230,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20346,2544,600,8,460,4,12,230,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8058,1008,600,8,460,4,12,230,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16250,2032,600,8,460,4,12,230,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24442,3056,600,8,460,4,12,230,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
892,112,600,8,460,4,12,260,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9084,1136,600,8,460,4,12,260,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17276,2160,600,8,460,4,12,260,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4988,624,600,8,460,4,12,260,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13180,1648,600,8,460,4,12,260,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21372,2672,600,8,460,4,12,260,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1916,240,600,8,460,4,12,260,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10108,1264,600,8,460,4,12,260,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18300,2288,600,8,460,4,12,260,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6012,752,600,8,460,4,12,260,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14204,1776,600,8,460,4,12,260,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22396,2800,600,8,460,4,12,260,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2940,368,600,8,460,4,12,260,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11132,1392,600,8,460,4,12,260,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19324,2416,600,8,460,4,12,260,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7036,880,600,8,460,4,12,260,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15228,1904,600,8,460,4,12,260,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23420,2928,600,8,460,4,12,260,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3964,496,600,8,460,4,12,260,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12156,1520,600,8,460,4,12,260,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20348,2544,600,8,460,4,12,260,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8060,1008,600,8,460,4,12,260,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
16252,2032,600,8,460,4,12,260,2.1,0.3,0.18,30,1,2139246.07,2139246.07,,,,
24444,3056,600,8,460,4,12,260,2.1,0.3,0.36,30,1,2093185.748,2093185.748,,,,
894,112,600,8,460,4,12,290,1.5,0.15,0,30,1,2187379.107,2187379.107,,,,
9086,1136,600,8,460,4,12,290,1.5,0.15,0.18,30,1,2139246.07,2139246.07,,,,
17278,2160,600,8,460,4,12,290,1.5,0.15,0.36,30,1,2093185.748,2093185.748,,,,
4990,624,600,8,460,4,12,290,1.5,0.3,0,30,1,2187379.107,2187379.107,,,,
13182,1648,600,8,460,4,12,290,1.5,0.3,0.18,30,1,2139246.07,2139246.07,,,,
21374,2672,600,8,460,4,12,290,1.5,0.3,0.36,30,1,2093185.748,2093185.748,,,,
1918,240,600,8,460,4,12,290,1.7,0.15,0,30,1,2187379.107,2187379.107,,,,
10110,1264,600,8,460,4,12,290,1.7,0.15,0.18,30,1,2139246.07,2139246.07,,,,
18302,2288,600,8,460,4,12,290,1.7,0.15,0.36,30,1,2093185.748,2093185.748,,,,
6014,752,600,8,460,4,12,290,1.7,0.3,0,30,1,2187379.107,2187379.107,,,,
14206,1776,600,8,460,4,12,290,1.7,0.3,0.18,30,1,2139246.07,2139246.07,,,,
22398,2800,600,8,460,4,12,290,1.7,0.3,0.36,30,1,2093185.748,2093185.748,,,,
2942,368,600,8,460,4,12,290,1.9,0.15,0,30,1,2187379.107,2187379.107,,,,
11134,1392,600,8,460,4,12,290,1.9,0.15,0.18,30,1,2139246.07,2139246.07,,,,
19326,2416,600,8,460,4,12,290,1.9,0.15,0.36,30,1,2093185.748,2093185.748,,,,
7038,880,600,8,460,4,12,290,1.9,0.3,0,30,1,2187379.107,2187379.107,,,,
15230,1904,600,8,460,4,12,290,1.9,0.3,0.18,30,1,2139246.07,2139246.07,,,,
23422,2928,600,8,460,4,12,290,1.9,0.3,0.36,30,1,2093185.748,2093185.748,,,,
3966,496,600,8,460,4,12,290,2.1,0.15,0,30,1,2187379.107,2187379.107,,,,
12158,1520,600,8,460,4,12,290,2.1,0.15,0.18,30,1,2139246.07,2139246.07,,,,
20350,2544,600,8,460,4,12,290,2.1,0.15,0.36,30,1,2093185.748,2093185.748,,,,
8062,1008,600,8,460,4,12,290,2.1,0.3,0,30,1,2187379.107,2187379.107,,,,
